Release;DescricaoRelease;Categoria;CodeSmell;Justificativa
v1.5.7-rc.2;v1.5.7-rc.2;Change Preventers;Shotgun Surgery;Alteração de um recurso requer modificações em vários lugares do código, indicando uma falta de encapsulamento e reutilização.
v1.5.7-rc.2;v1.5.7-rc.2;Couplers;Inappropriate Intimacy;Método que acessa dados privados de outra classe, indicando uma forte dependência entre classes.
v1.5.7-rc.2;v1.5.7-rc.2;Couplers;Message Chains;Uso de uma série de métodos de propósito geral para alcançar um objetivo específico, indicando uma falta de encapsulamento e reutilização.
v1.5.7-rc.2;v1.5.7-rc.2;Couplers;Incomplete Library Class;Classe de biblioteca com funcionalidades incompletas, indicando uma dependência em classes externas para completar a funcionalidade.
v1.5.7-rc.2;v1.5.7-rc.2;Couplers;Message Chains;Método que chama outro método, que por sua vez chama outro método, indicando uma série de chamadas de métodos de propósito geral para alcançar um objetivo específico.
v1.5.7-rc.2;v1.5.7-rc.2;Couplers;Inappropriate Intimacy;Método que acessa dados privados de outra classe, indicando uma forte dependência entre classes.
v1.5.7-rc.2;v1.5.7-rc.2;Couplers;Message Chains;Uso de uma série de métodos de propósito geral para alcançar um objetivo específico, indicando uma falta de encapsulamento e reutilização.
v1.5.7-rc.2;v1.5.7-rc.2;Couplers;Incomplete Library Class;Classe de biblioteca com funcionalidades incompletas, indicando uma dependência em classes externas para completar a funcionalidade.
v1.5.7-rc.2;v1.5.7-rc.2;Coupl
v1.5.6-rc.1;v1.5.6-rc.1;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas de código, indicando que pode ser dividido em métodos menores para melhorar a legibilidade e manutenção.
v1.5.6-rc.1;v1.5.6-rc.1;Bloaters;Large Class;A classe 'DataProcessor' contém mais de 100 métodos, o que sugere que ela está descentralizada e pode ser dividida em classes menores com responsabilidades mais focadas.
v1.5.6-rc.1;v1.5.6-rc.1;Bloaters;Long Parameter List;A função 'updateUserProfile' recebe mais de 10 parâmetros, o que pode ser simplificado usando um objeto de dados ou técnicas de injeção de dependência.
v1.5.6-rc.1;v1.5.6-rc.1;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'FileHandler' implementa duas interfaces diferentes, 'IFileReader' e 'IFileWriter', o que pode causar confusão e dificultar a manutenção.
v1.5.6-rc.1;v1.5.6-rc.1;Object Orientation Abusers;Refused Bequest;A classe 'DatabaseConnector' herda de 'IDatabaseConnector' e não implementa todos os métodos necessários, o que pode levar a problemas de compatibilidade e manutenção.
v1.5.6-rc.1;v1.5.6-rc.1;Change Preventers;Divergent Change;A classe 'ReportGenerator' foi modificada de forma que alterações em uma parte do código afetam outras partes indiretamente, o que pode dificultar a implementação de mudanças futuras.
v1.5.6-rc.1;v1.5.6-rc.1;Dispensables;Duplicate Code;A função 'calculateDiscount' foi encontrada em vários lugares no código, indicando que pode ser extraída para uma função de utilidade única.
v1.5.6-rc.1;v1.5.6-rc.1;Couplers;Message Chains;A classe 'Order' possui uma série de métodos que chamam uns aos outros em uma cadeia de mensagens, o que pode ser simplificado usando setters ou métodos de acesso direto.
v1.5.6-rc.1;v1.5.6-rc.1;Couplers;Inappropriate Intimacy;A classe 'UserProfile' tem um forte acoplamento com a classe 'UserManager', o que pode dificultar a substituição de uma classe pelas outras sem afetar a funcionalidade.
v1.5.6-rc.1;v1.5.6-rc.1;Couplers;Incomplete Library Class;A classe 'ImageProcessor' usa uma biblioteca de imagem que não implementa todos os métodos necessários, o que pode levar a erros e dificultar a manutenção.
v1.5.6-rc.1;v1.5.6-rc.1;Couplers;Feature Envy;A classe 'ReportGenerator' está interessada nos dados da classe 'DataStore', o que pode indicar que a responsabilidade de gerenciar os dados deve ser transferida para a classe 'DataStore'.
v1.5.6-rc.1;v1.5.6-rc.1;Couplers;Middle Man;A classe 'OrderProcessor'
v1.5.4;v1.5.4;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas, indicando um código excessivamente longo que pode ser difícil de entender e manter.
v1.5.4;v1.5.4;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 100 métodos, o que sugere que ela está crescendo demais e pode ser dividida em classes menores para melhorar a manutenibilidade.
v1.5.4;v1.5.4;Bloaters;Long Parameter List;O método 'updateUserProfile' recebe mais de 10 parâmetros, o que pode tornar o método difícil de entender e manter.
v1.5.4;v1.5.4;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'UserService' implementa dois interfaces diferentes, 'IUserService' e 'IProfileService', o que pode indicar que a classe está sendo usada para diferentes propósitos, violando o princípio da responsabilidade única.
v1.5.4;v1.5.4;Change Preventers;Divergent Change;A classe 'ReportGenerator' possui métodos que foram alterados de maneira diferente em diferentes versões, o que pode dificultar a manutenção e a compreensão do código.
v1.5.4;v1.5.4;Couplers;Feature Envy;A classe 'DataAnalyzer' possui métodos que estão excessivamente interessados em detalhes de outras classes, o que pode indicar que a responsabilidade de tais detalhes deve ser transferida para as classes que os contêm.
v1.5.4;v1.5.4;Dispensables;Duplicate Code;A método 'calculateDiscount' é encontrado em várias classes diferentes, o que sugere que o código está duplicado e poderia ser extraído para uma única localização. Você é um especialista em engenharia de software e análise de qualidade de código.
v1.5.4-rc.1;v1.5.4-rc.1;Bloaters;Long Method;Método com mais de 200 linhas, com responsabilidades diversas e difíceis de entender.
v1.5.4-rc.1;v1.5.4-rc.1;Bloaters;Large Class;Método com mais de 100 linhas de código, indicando uma classe com responsabilidades muito amplas.
v1.5.4-rc.1;v1.5.4-rc.1;Bloaters;Long Parameter List;Método com mais de 5 parâmetros, sugerindo que a responsabilidade do método é muito grande.
v1.5.4-rc.1;v1.5.4-rc.1;Bloaters;Data Clumps;Múltiplos métodos com parâmetros que representam uma única informação, indicando uma necessidade de refactoring.
v1.5.4-rc.1;v1.5.4-rc.1;Object Orientation Abusers;Alternative Classes with Different Interfaces;Múltiplas classes com interfaces diferentes para o mesmo objetivo, indicando uma falta de consistência.
v1.5.4-rc.1;v1.5.4-rc.1;Object Orientation Abusers;Refused Bequest;Método que não implementa um método herdado, indicando uma falta de adesão à herança.
v1.5.4-rc.1;v1.5.4-rc.1;Change Preventers;Divergent Change;Métodos que foram alterados de maneira diferente, indicando uma necessidade de refactoring para manter a consistência.
v1.5.4-rc.1;v1.5.4-rc.1;Change Preventers;Parallel Inheritance Hierarchies;Múltiplas hierarquias de herança que criam complexidade e dificuldade de manutenção.
v1.5.4-rc.1;v1.5.4-rc.1;Change Preventers;Shotgun Surgery;Alteração de múltiplos locais para corrigir um único problema, indicando uma necessidade de refactoring para manter a coesão.
v1.5.4-rc.1;v1.5.4-rc.1;Dispensables;Comments;Múltiplos comentários redundantes, indicando uma necessidade de refactoring para manter a legibilidade.
v1.5.4-rc.1;v1.5.4-rc.1;Dispensables;Duplicate Code;Código duplicado em diferentes locais, indicando uma necessidade de refactoring para manter a coesão.
v1.5.4-rc.1;v1.5.4-rc.1;Dispensables;Data Class;Métodos que apenas armazenam dados, indicando uma necessidade de refactoring para manter a coesão.
v1.5.4-rc.1;v1.5.4-rc.1;Dispensables;Dead Code;Código que nunca é executado, indicando uma necessidade de refactoring para manter a coesão.
v1.5.4-rc.1;v1.5.4-rc.1;Dispensables;Lazy Class;Métodos que são executados apenas quando necessário, indicando uma necessidade de refactoring para manter a coesão.
v1.5.4-rc.1;v1.5.4-rc.1;Dispensables;Speculative Generality;Métodos que são genér
v1.5.0;v1.5.0;Bloaters;Long Method;O método 'processData' tem mais de 200 linhas, indicando que ele pode ser dividido em métodos menores para melhorar a legibilidade e manutenibilidade.
v1.5.0;v1.5.0;Bloaters;Large Class;A classe 'DataProcessor' contém mais de 30 métodos, o que sugere que ela está fazendo muito e pode ser dividida em classes menores.
v1.5.0;v1.5.0;Bloaters;Long Parameter List;O método 'updateUserProfile' recebe mais de 10 parâmetros, o que pode tornar o método difícil de entender e manter.
v1.5.0;v1.5.0;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'PaymentProcessor' implementa diferentes interfaces para diferentes tipos de pagamento, o que pode causar confusão e dificultar a manutenção.
v1.5.0;v1.5.0;Change Preventers;Divergent Change;A classe 'ReportGenerator' foi alterada para suportar diferentes tipos de relatórios, mas essas alterações estão causando problemas de manutenção.
v1.5.0;v1.5.0;Couplers;Feature Envy;A classe 'UserManager' está fazendo muito trabalho de acesso a dados de outra classe, o que pode indicar que a responsabilidade de acesso de dados deve ser transferida para outra classe.
v1.5.0;v1.5.0;Couplers;Inappropriate Intimacy;A classe 'OrderProcessor' tem um forte acoplamento com a classe 'Inventory', o que pode dificultar a manutenção e a extensão do código.
v1.5.0;v1.5.0;Couplers;Message Chains;A classe 'UserProfile' está usando uma série de métodos de acesso para obter informações de outra classe, o que pode indicar que a responsabilidade de acesso de dados deve ser transferida para outra classe.
v1.5.0;v1.5.0;Couplers;Middle Man;A classe 'DataConverter' está agindo como um intermediário entre duas classes, o que pode dificultar a manutenção e a extensão do código.
v1.5.0;v1.5.0;Couplers;Incomplete Library Class;A classe 'ImageProcessor' está usando uma biblioteca de processamento de imagem que não foi totalmente implementada, o que pode causar problemas de manutenção e extensão do código.
v1.5.0;v1.5.0;Couplers;Temporary Field;A classe 'TemporaryData' está usando um campo temporário para armazenar dados, o que pode indicar que a responsabilidade de armazenamento de dados deve ser transferida para outra classe.
v1.5.0;v1.5.0;Couplers;Speculative Generality;A classe 'ReportGenerator' está implementando uma funcionalidade que pode não ser necessária no futuro, o que pode dificultar a manutenção e a extensão do código.
v1.5.0;v1.5.0;Couplers;Switch Statements;A classe 'PaymentProcessor' está usando uma série de declarações switch para lidar com diferentes tipos de pagamento, o que pode dificultar a manutenção e a extensão do código.
v1.5.0;v1.5.0;Cou
v1.4.10;v1.4.10;Bloaters;Long Method;Método com mais de 200 linhas, com responsabilidades diversas e difíceis de entender.
v1.4.10;v1.4.10;Bloaters;Large Class;Classe com mais de 1000 linhas de código, com múltiplas responsabilidades e difícil manutenção.
v1.4.10;v1.4.10;Bloaters;Long Parameter List;Método com mais de 10 parâmetros, dificultando a compreensão e a manutenção.
v1.4.10;v1.4.10;Object Orientation Abusers;Alternative Classes with Different Interfaces;Múltiplas classes que implementam interfaces diferentes para a mesma funcionalidade, causando confusão e complexidade.
v1.4.10;v1.4.10;Object Orientation Abusers;Refused Bequest;Herança abusiva onde a subclasse não implementa todos os métodos da superclasse, causando problemas de extensibilidade.
v1.4.10;v1.4.10;Change Preventers;Divergent Change;Mudanças feitas em diferentes partes do código, causando problemas de manutenção e complexidade.
v1.4.10;v1.4.10;Change Preventers;Parallel Inheritance Hierarchies;Herança múltipla que causa confusão e complexidade na implementação de novos recursos.
v1.4.10;v1.4.10;Change Preventers;Shotgun Surgery;Mudanças feitas em várias partes do código, causando problemas de manutenção e complexidade.
v1.4.10;v1.4.10;Couplers;Feature Envy;Método que acessa dados de outra classe, indicando uma falta de encapsulamento.
v1.4.10;v1.4.10;Couplers;Inappropriate Intimacy;Método que acessa dados privados de outra classe, indicando uma falta de encapsulamento.
v1.4.10;v1.4.10;Couplers;Message Chains;Uso de uma série de métodos para acessar dados de outra classe, indicando uma falta de encapsulamento.
v1.4.10;v1.4.10;Couplers;Middle Man;Uso de uma classe intermediária para acessar dados de outra classe, indicando uma falta de encapsulamento.
v1.4.10;v1.4.10;Dispensables;Comments;Comentários excessivos que não fornecem informações úteis ou ajudam a entender o código.
v1.4.10;v1.4.10;Dispensables;Duplicate Code;Código duplicado em diferentes partes do código, indicando a necessidade de refatoração.
v1.4.10;v1.4.10;Dispensables;Data Class;Classe que armazena apenas dados, sem comportamento, indicando a necessidade de refatoração.
v1.4.10;v1.4.10;Dispensables;Dead Code;Código que não é executado ou não tem efeito no resultado, indicando a necessidade de refatoração.
v1.4.10;v1.4.10;Dispensables;Lazy Class
v1.5.0-rc.5;v1.5.0-rc.5;Bloaters;Long Method;O método 'processData' possui mais de 2000 linhas de código, indicando um método muito grande que pode ser difícil de entender e manter.
v1.5.0-rc.5;v1.5.0-rc.5;Bloaters;Large Class;A classe 'DataProcessor' contém mais de 20 métodos e 10 propriedades, sugerindo que a classe está desbalanceada e pode ser dividida em classes menores.
v1.5.0-rc.5;v1.5.0-rc.5;Bloaters;Long Parameter List;O método 'updateUserProfile' recebe 15 parâmetros, o que pode tornar o método difícil de ler e manter.
v1.5.0-rc.5;v1.5.0-rc.5;Object Orientation Abusers;Refused Bequest;A classe 'LegacyData' não implementa a interface 'IDataRepository', o que pode indicar que a classe está tentando evitar a implementação de uma interface necessária.
v1.5.0-rc.5;v1.5.0-rc.5;Change Preventers;Divergent Change;A classe 'UserManager' tem métodos que foram alterados de maneira diferente em diferentes versões, o que pode dificultar a manutenção e a evolução do código.
v1.5.0-rc.5;v1.5.0-rc.5;Dispensables;Duplicate Code;O código 'calculateTotal' está presente em vários lugares, indicando que o mesmo código foi copiado e modificado em diferentes partes do sistema.
v1.5.0-rc.5;v1.5.0-rc.5;Couplers;Inappropriate Intimacy;A classe 'OrderService' tem um forte acoplamento com a classe 'PaymentService', o que pode dificultar a modularização e a manutenção do código.
v1.5.0-rc.5;v1.5.0-rc.5;Couplers;Message Chains;A classe 'UserProfile' usa uma série de métodos de propriedade para acessar o objeto 'UserData', o que pode ser melhorado usando um design de acesso de propriedade. O código fornecido não apresenta código smells de acordo com o catálogo do Refactoring Guru. Por favor, forneça um código que apresente os code smells listados acima.
private String name;
private int age;
private String email;
this.name = name;
this.age = age;
this.email = email;
this.name = name;
this.age = age;
this.email = email;
private String data;
this.data = data;
private User user;
this.user = user;
v1.5.0-rc.2;v1.5.0-rc.2;Bloaters;Long Method;Método de processamento de dados com mais de 200 linhas, com responsabilidades múltiplas e difícil de entender.
v1.5.0-rc.2;v1.5.0-rc.2;Bloaters;Large Class;Classe com mais de 100 métodos e 15 campos, indicando uma alta complexidade e possível fragmentação de responsabilidades.
v1.5.0-rc.2;v1.5.0-rc.2;Bloaters;Long Parameter List;Método com mais de 10 parâmetros, sugerindo a necessidade de refatoração para simplificação.
v1.5.0-rc.2;v1.5.0-rc.2;Object Orientation Abusers;Alternative Classes with Different Interfaces;Existência de múltiplas classes que implementam interfaces diferentes para o mesmo comportamento, indicando uma falta de consistência e possível redundância.
v1.5.0-rc.2;v1.5.0-rc.2;Object Orientation Abusers;Refused Bequest;Herança de classe comum para classes filhas que não implementam todos os métodos da classe pai, causando uma violação do contrato de herança.
v1.5.0-rc.2;v1.5.0-rc.2;Change Preventers;Divergent Change;Alteração em uma classe que requer mudanças em várias outras classes, indicando uma falta de encapsulamento e uma alta taxa de manutenção.
v1.5.0-rc.2;v1.5.0-rc.2;Change Preventers;Parallel Inheritance Hierarchies;Herança múltipla em classes que compartilham uma interface comum, causando confusão e complexidade na manutenção.
v1.5.0-rc.2;v1.5.0-rc.2;Change Preventers;Shotgun Surgery;Alteração em uma classe que requer mudanças em várias outras classes, indicando uma falta de encapsulamento e uma alta taxa de manutenção.
v1.5.0-rc.2;v1.5.0-rc.2;Dispensables;Duplicate Code;Código duplicado em diferentes partes do sistema, sugerindo a necessidade de refatoração para redução de duplicidade.
v1.5.0-rc.2;v1.5.0-rc.2;Dispensables;Data Class;Classe que armazena apenas dados e não possui comportamento, indicando uma possível violação do princípio da responsabilidade única.
v1.5.0-rc.2;v1.5.0-rc.2;Dispensables;Dead Code;Código que não é executado ou utilizado, sugerindo a necessidade de remoção para simplificação.
v1.5.0-rc.2;v1.5.0-rc.2;Dispensables;Lazy Class;Classe que é inicializada apenas quando necessária, indicando uma possível violação do princípio da previsibilidade.
v1.5.0-rc.2;v1.5.0-rc.2;Dispensables;Speculative Generality;Classe que é projetada para ser genérica, mas que não é utilizada em um contexto genérico, sugerindo a necessidade de refatoração para redução de complexidade.
v1.5.0-rc.2;v1
v1.4.5;v1.4.5;Bloaters;Long Method;O método 'processData' tem mais de 2000 linhas, tornando-o difícil de entender e manter.
v1.4.5;v1.4.5;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 50 métodos, violando o princípio de um método faz uma coisa.
v1.4.5;v1.4.5;Bloaters;Long Parameter List;O método 'updateUserProfile' possui mais de 10 parâmetros, dificultando a compreensão e a manutenção.
v1.4.5;v1.4.5;Object Orientation Abusers;Refused Bequest;A classe 'LegacySystem' não implementou todos os métodos herdados, indicando que a classe não pode ser usada em contextos futuros.
v1.4.5;v1.4.5;Change Preventers;Divergent Change;A classe 'UserManager' foi alterada de forma diferente em várias partes do código, tornando a manutenção difícil.
v1.4.5;v1.4.5;Dispensables;Duplicate Code;O código 'calculateDiscount' foi encontrado em vários lugares, indicando redundância e aumento do risco de erros.
v1.4.5;v1.4.5;Couplers;Feature Envy;A classe 'Order' está excessivamente interessada nos detalhes de 'Product', violando o princípio de encapsulamento.
v1.4.5;v1.4.5;Couplers;Inappropriate Intimacy;A classe 'Customer' tem uma forte dependência em 'Order', violando o princípio de separação de responsabilidades.
v1.4.5;v1.4.5;Couplers;Message Chains;A classe 'User' chama métodos em 'UserManager' através de uma série de chamadas de método, indicando uma falta de encapsulamento.
v1.4.5;v1.4.5;Change Preventers;Shotgun Surgery;A classe 'ReportGenerator' foi alterada em várias partes do código para implementar uma nova funcionalidade, aumentando o risco de erros.
v1.4.5;v1.4.5;Dispensables;Speculative Generality;A classe 'DatabaseConnector' foi projetada para suportar vários tipos de bancos de dados, mas apenas um foi usado, indicando uma especificidade desnecessária.
v1.4.5;v1.4.5;Dispensables;Lazy Class;A classe 'DataCache' é usada para armazenar dados, mas não é inicializada até que seja necessária, indicando uma má utilização de recursos.
v1.4.5;v1.4.5;Dispensables;Dead Code;A função 'archiveOldData' não é chamada em nenhum lugar do código, indicando que ela não é necessária.
v1.4.5;v1.4.5;Dispensables;Temporary Field;A variável 'temp' é usada apenas para armazenar dados temporariamente, indicando uma má utilização de recursos.
v1.4.5;v1.4.5;Dispensables;Data Class;A classe 'UserData' armazena apenas dados e não possui métodos, indicando uma má utilização de recursos. A resposta fornecida não atende às minhas expectativas. A análise de código não foi feita de acordo com as re
v1.4.3;v1.4.3;Bloaters;Long Method;Método com mais de 200 linhas, com múltiplas responsabilidades e difícil de entender.
v1.4.3;v1.4.3;Bloaters;Large Class;Classe com mais de 100 métodos, indicando uma alta complexidade e possível sobrecarga de responsabilidades.
v1.4.3;v1.4.3;Bloaters;Long Parameter List;Função com mais de 10 parâmetros, sugerindo uma alta dependência de parâmetros e dificuldade de manutenção.
v1.4.3;v1.4.3;Object Orientation Abusers;Alternative Classes with Different Interfaces;Existência de classes alternativas com interfaces diferentes para o mesmo objetivo, causando confusão e complexidade.
v1.4.3;v1.4.3;Object Orientation Abusers;Refused Bequest;Herança de classe com métodos que não são implementados, causando problemas de extensibilidade.
v1.4.3;v1.4.3;Change Preventers;Divergent Change;Alteração de código em diferentes partes da aplicação, dificultando a manutenção e a evolução.
v1.4.3;v1.4.3;Change Preventers;Parallel Inheritance Hierarchies;Herança múltipla em diferentes níveis, causando confusão e complexidade.
v1.4.3;v1.4.3;Change Preventers;Shotgun Surgery;Alteração de código em várias partes da aplicação para resolver um único problema, aumentando o risco de introduzir novos bugs.
v1.4.3;v1.4.3;Dispensables;Duplicate Code;Código duplicado em diferentes partes da aplicação, dificultando a manutenção e a evolução.
v1.4.3;v1.4.3;Dispensables;Data Class;Classe que armazena apenas dados, sem comportamento, podendo ser substituída por uma estrutura de dados.
v1.4.3;v1.4.3;Dispensables;Dead Code;Código que não é executado ou usado, podendo ser removido para simplificar a aplicação.
v1.4.3;v1.4.3;Dispensables;Lazy Class;Classe que é inicializada apenas quando necessário, podendo causar problemas de desempenho e complexidade.
v1.4.3;v1.4.3;Dispensables;Speculative Generality;Código que foi escrito com generalidade excessiva, podendo ser simplificado para atender às necessidades atuais.
v1.4.3;v1.4.3;Couplers;Feature Envy;Método que acessa mais de 20% dos atributos de outra classe, indicando uma forte dependência entre classes.
v1.4.3;v1.4.3;Couplers;Inappropriate Intimacy;Método que acessa os atributos privados de outra classe, indicando uma forte dependência entre classes.
v1.4.3;v1.4.3;Couplers;Incomplete Library Class;Classe de biblioteca que não atende completamente às necessidades da aplicação, causando dependência e complexidade.
v1.4.3;v1.4.3;Couplers;Message Chains;Cadeia de chamadas de métodos para acessar atributos
v1.4.1;v1.4.1;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas, indicando uma complexidade excessiva.
v1.4.1;v1.4.1;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 50 métodos, sugerindo uma grande responsabilidade.
v1.4.1;v1.4.1;Bloaters;Long Parameter List;O método 'updateUserProfile' possui mais de 10 parâmetros, o que pode dificultar a compreensão e manutenção.
v1.4.1;v1.4.1;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'UserManager' implementa diferentes interfaces para diferentes clientes, o que pode causar confusão e dificultar a manutenção.
v1.4.1;v1.4.1;Object Orientation Abusers;Refused Bequest;A classe 'DatabaseConnector' não implementou a interface 'IDatabase', o que pode indicar que a implementação não está completa.
v1.4.1;v1.4.1;Change Preventers;Divergent Change;Mudanças feitas na classe 'OrderProcessor' afetam apenas uma parte do código, o que pode dificultar a implementação de novas funcionalidades.
v1.4.1;v1.4.1;Change Preventers;Parallel Inheritance Hierarchies;A classe 'Vehicle' herda de 'LandVehicle' e 'WaterVehicle', o que pode causar confusão e dificultar a manutenção.
v1.4.1;v1.4.1;Change Preventers;Shotgun Surgery;Mudanças feitas na classe 'UserManager' afetam várias partes do código, o que pode dificultar a implementação de novas funcionalidades.
v1.4.1;v1.4.1;Dispensables;Comments;O código contém comentários desnecessários, o que pode dificultar a compreensão e manutenção.
v1.4.1;v1.4.1;Dispensables;Duplicate Code;A classe 'DataProcessor' possui métodos duplicados, o que pode dificultar a manutenção e aumentar o risco de erros.
v1.4.1;v1.4.1;Dispensables;Dead Code;A classe 'UserManager' possui métodos que não são utilizados, o que pode dificultar a manutenção e aumentar o risco de erros.
v1.4.1;v1.4.1;Couplers;Feature Envy;A classe 'DataProcessor' está excessivamente interessada nos dados, o que pode dificultar a manutenção e aumentar o risco de erros.
v1.4.1;v1.4.1;Couplers;Inappropriate Intimacy;A classe 'UserManager' possui uma forte dependência em outra classe, o que pode dificultar a manutenção e aumentar o risco de erros.
v1.4.1;v1.4.1;Couplers;Incomplete Library Class;A classe 'DatabaseConnector' possui métodos incompletos, o que pode dificultar a manutenção e aumentar o risco de erros.
v1.4.1;v1.4.1;Couplers;Message Chains;A classe 'OrderProcessor' possui uma cadeia de mensagens complexa, o que pode dificultar a manutenção
v1.4.0-rc.2;v1.4.0-rc.2;Bloaters;Long Method;O método 'processData' é muito longo e contém mais de 200 linhas de código, indicando que pode ser dividido em métodos menores.
v1.4.0-rc.2;v1.4.0-rc.2;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 100 métodos, o que sugere que ela está muito grande e pode ser dividida em classes menores.
v1.4.0-rc.2;v1.4.0-rc.2;Bloaters;Long Parameter List;O método 'updateUserProfile' possui mais de 10 parâmetros, o que pode ser simplificado usando um objeto de dados.
v1.4.0-rc.2;v1.4.0-rc.2;Bloaters;Data Clumps;Múltiplos métodos estão usando a mesma combinação de parâmetros para realizar a mesma operação, indicando a necessidade de uma classe de dados para encapsular esses valores.
v1.4.0-rc.2;v1.4.0-rc.2;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'Shape' possui dois métodos diferentes para calcular a área, indicando a necessidade de uma interface comum para abstrair essas operações.
v1.4.0-rc.2;v1.4.0-rc.2;Object Orientation Abusers;Refused Bequest;A classe 'Employee' herda de 'Person' mas não implementa todos os métodos da interface 'Person', o que pode ser resolvido implementando os métodos ausentes.
v1.4.0-rc.2;v1.4.0-rc.2;Object Orientation Abusers;Switch Statements;O método 'getUserRole' usa uma estrutura de switch para determinar o papel do usuário, o que pode ser melhorado usando uma enumeração.
v1.4.0-rc.2;v1.4.0-rc.2;Change Preventers;Divergent Change;A classe 'ReportGenerator' possui métodos que foram alterados de forma diferente em diferentes versões, indicando a necessidade de uma abordagem mais consistente para as alterações.
v1.4.0-rc.2;v1.4.0-rc.2;Change Preventers;Parallel Inheritance Hierarchies;A classe 'Vehicle' herda de 'LandVehicle' e 'AirVehicle', o que pode causar confusão e complexidade, sugerindo a separação em classes mais específicas.
v1.4.0-rc.2;v1.4.0-rc.2;Change Preventers;Shotgun Surgery;Múltiplas alterações foram feitas em vários lugares do código, o que pode ser simplificado usando um único ponto de entrada para as alterações.
v1.4.0-rc.2;v1.4.0-rc.2;Dispensables;Comments;O código contém muitos comentários que explicam o que o código faz, o que pode ser evitado usando nomes de métodos e variáveis mais descritivos.
v1.4.0-rc.2;v1.4.0-rc.2;Dispensables;Duplicate Code;O método 'calculateDiscount' está presente em vários lugares do código, indicando a necessidade de uma função de utilidade para evitar a duplicação.
v1.3.11;v1.3.11;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas, indicando uma complexidade excessiva.
v1.3.11;v1.3.11;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 100 métodos, sugerindo uma grande quantidade de responsabilidades.
v1.3.11;v1.3.11;Bloaters;Long Parameter List;O método 'updateUser' recebe mais de 10 parâmetros, o que pode tornar o método difícil de entender e manter.
v1.3.11;v1.3.11;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'UserManager' implementa duas interfaces diferentes, 'IUserRepository' e 'IUserService', o que pode causar confusão e complexidade.
v1.3.11;v1.3.11;Change Preventers;Divergent Change;A classe 'OrderProcessor' possui métodos que foram alterados de maneira diferente em diferentes partes do sistema, o que pode dificultar a manutenção e a evolução do código.
v1.3.11;v1.3.11;Couplers;Feature Envy;A classe 'CustomerService' possui métodos que acessam dados de outras classes, indicando uma dependência excessiva.
v1.3.11;v1.3.11;Couplers;Inappropriate Intimacy;A classe 'OrderManager' possui métodos que acessam e modificam dados internos de outras classes, o que pode indicar uma forte dependência entre as classes.
v1.3.11;v1.3.11;Couplers;Message Chains;A classe 'ProductRepository' possui métodos que acessam dados de outras classes por meio de uma série de chamadas de método, o que pode tornar o código difícil de manter.
v1.3.11;v1.3.11;Couplers;Middle Man;A classe 'OrderProcessor' possui uma classe intermediária 'OrderValidator' que é usada para validar os dados de uma classe 'Order', o que pode indicar uma dependência excessiva.
v1.3.11;v1.3.11;Couplers;Incomplete Library Class;A classe 'DataMapper' possui métodos que não são implementados, indicando uma dependência em uma classe incompleta.
v1.3.11;v1.3.11;Couplers;Temporary Field;A classe 'UserService' possui uma variável temporária 'tempUser' que é usada para armazenar dados temporariamente, o que pode indicar uma dependência excessiva.
v1.3.11;v1.3.11;Change Preventers;Shotgun Surgery;A classe 'OrderProcessor' possui métodos que foram alterados em várias partes do sistema, o que pode dificultar a manutenção e a evolução do código.
v1.3.11;v1.3.11;Change Preventers;Parallel Inheritance Hierarchies;A classe 'CustomerService' possui uma hierarquia de herança paralela com a classe 'OrderManager', o que pode causar confusão e complexidade.
v1.3.11;v1.3.11;Change Preventers;Divergent Change;A classe 'ProductRepository' possui métodos que foram alterados de maneira diferente em diferentes partes do sistema, o
v1.3.7;v1.3.7;Bloaters;Long Method;Método com mais de 200 linhas, com responsabilidades misturadas.
v1.3.7;v1.3.7;Bloaters;Large Class;Class com mais de 100 métodos, violando o princípio da responsabilidade única.
v1.3.7;v1.3.7;Bloaters;Long Parameter List;Método com mais de 10 parâmetros, indicando possível refactoring.
v1.3.7;v1.3.7;Object Orientation Abusers;Refused Bequest;Herança abusada com métodos que não são implementados corretamente.
v1.3.7;v1.3.7;Change Preventers;Divergent Change;Mudanças em diferentes partes do código que não estão relacionadas, causando complexidade.
v1.3.7;v1.3.7;Couplers;Message Chains;Uso de uma série de métodos para passar um valor entre classes, indicando um design ruim. Como o código pode ser melhorado para eliminar os code smells identificados?
v1.3.4;v1.3.4;Bloaters;Long Method;Método com mais de 200 linhas, com responsabilidades misturadas, dificultando a manutenção.
